name,vacancy_rate,rental_stock,population,rental_pop,region,state
Herne Hill,1.44,27,3412.0,33.01,Greater Geelong,Victoria
Midland,0.77,30,5967.0,45.0,Swan,Western Australia
Stratton,0.74,10,3326.0,27.82,Swan,Western Australia
Jane Brook,0.07,1,3488.0,7.73,Swan,Western Australia
The Vines,0.25,5,4857.0,9.89,Swan,Western Australia
Aveley,0.78,40,10172.0,17.32,Swan,Western Australia
Brabham,1.05,41,3308.0,6.35,Swan,Western Australia
Henley Brook,0.32,5,2516.0,13.92,Swan,Western Australia
Ellenbrook,0.62,60,22682.0,20.69,Swan,Western Australia
Craigie,0.79,24,5849.0,21.02,Joondalup,Western Australia
Beldon,0.4,7,3946.0,18.89,Joondalup,Western Australia
Currambine,0.34,9,6919.0,21.28,Joondalup,Western Australia
Kinross,0.2,5,6884.0,17.39,Joondalup,Western Australia
Duncraig,0.25,15,15270.0,11.36,Joondalup,Western Australia
Greenwood,0.39,16,9615.0,14.12,Joondalup,Western Australia
Heathridge,0.46,14,6664.0,20.46,Joondalup,Western Australia
Connolly,0.07,1,3639.0,13.26,Joondalup,Western Australia
Hillarys,0.34,15,10813.0,13.64,Joondalup,Western Australia
Burns Beach,0.57,8,3373.0,7.36,Joondalup,Western Australia
Joondalup,1.03,43,9089.0,34.85,Joondalup,Western Australia
Edgewater,0.37,7,4508.0,15.03,Joondalup,Western Australia
Kingsley,0.25,13,13059.0,12.46,Joondalup,Western Australia
Mullaloo,0.47,11,5987.0,14.06,Joondalup,Western Australia
Kallaroo,0.18,4,5177.0,12.17,Joondalup,Western Australia
Ocean Reef,0.64,19,7846.0,11.76,Joondalup,Western Australia
Padbury,0.35,13,8186.0,17.38,Joondalup,Western Australia
Sorrento,0.2,6,7340.0,11.56,Joondalup,Western Australia
Marmion,0.32,3,2287.0,12.67,Joondalup,Western Australia
Woodvale,0.36,13,9282.0,10.26,Joondalup,Western Australia
Balcatta,0.54,29,10386.0,28.61,Stirling,Western Australia
Hamersley,0.09,2,4981.0,15.32,Stirling,Western Australia
Balga,0.65,43,12690.0,37.59,Stirling,Western Australia
Mirrabooka,0.39,11,8107.0,28.32,Stirling,Western Australia
Herdsman,,0,,,Stirling,Western Australia
Innaloo,0.92,48,8256.0,33.84,Stirling,Western Australia
Doubleview,0.75,32,8412.0,28.05,Stirling,Western Australia
Karrinyup,0.34,14,9283.0,19.09,Stirling,Western Australia
Gwelup,0.2,4,4542.0,12.36,Stirling,Western Australia
Carine,0.23,6,6479.0,9.3,Stirling,Western Australia
Nollamara,0.59,39,11566.0,36.63,Stirling,Western Australia
Westminster,0.65,22,6200.0,36.01,Stirling,Western Australia
Osborne Park,0.7,18,4121.0,41.25,Stirling,Western Australia
Trigg,0.68,8,2791.0,18.42,Stirling,Western Australia
North Beach,0.11,2,3408.0,29.03,Stirling,Western Australia
Watermans Bay,0.31,2,1280.0,25.43,Stirling,Western Australia
Tuart Hill,0.56,24,7016.0,36.5,Stirling,Western Australia
Joondanna,0.65,19,4839.0,35.74,Stirling,Western Australia
Wembley Downs,0.53,14,6320.0,15.74,Stirling,Western Australia
Churchlands,0.79,12,3383.0,21.31,Stirling,Western Australia
Woodlands,0.32,6,4140.0,15.06,Stirling,Western Australia
Yokine,0.54,35,11539.0,30.87,Stirling,Western Australia
Coolbinia,0.46,3,1658.0,14.78,Stirling,Western Australia
Menora,0.08,1,2589.0,29.19,Stirling,Western Australia
Dianella,0.33,36,23487.0,22.03,Stirling,Western Australia
Alexander Heights,0.07,2,7924.0,17.44,Wanneroo,Western Australia
Koondoola,0.5,8,4055.0,30.06,Wanneroo,Western Australia
Butler,0.48,25,13273.0,29.12,Wanneroo,Western Australia
Merriwa,0.51,12,5490.0,33.45,Wanneroo,Western Australia
Ridgewood,0.37,7,4669.0,27.32,Wanneroo,Western Australia
Carramar,0.24,6,7168.0,13.65,Wanneroo,Western Australia
Clarkson,0.62,36,12963.0,28.37,Wanneroo,Western Australia
Girrawheen,0.44,17,8764.0,28.95,Wanneroo,Western Australia
Marangaroo,0.08,3,10588.0,17.56,Wanneroo,Western Australia
Mindarie,0.42,13,7522.0,14.06,Wanneroo,Western Australia
Quinns Rocks,0.35,12,8737.0,22.07,Wanneroo,Western Australia
Tapping,0.33,11,9455.0,16.63,Wanneroo,Western Australia
Ashby,0.39,5,2661.0,15.54,Wanneroo,Western Australia
Sinagra,0.72,11,2633.0,20.21,Wanneroo,Western Australia
Alkimos,1.74,88,6269.0,22.48,Wanneroo,Western Australia
Eglinton,0.71,9,2260.0,18.28,Bathurst Regional,New South Wales
Carabooda,0.65,1,436.0,10.0,Wanneroo,Western Australia
Pinjar,,0,100.0,53.13,Wanneroo,Western Australia
Two Rocks,1.58,31,2995.0,15.21,Wanneroo,Western Australia
Yanchep,1.11,51,8869.0,19.32,Wanneroo,Western Australia
Hocking,0.28,7,5913.0,16.18,Wanneroo,Western Australia
Pearsall,0.44,7,3864.0,23.68,Wanneroo,Western Australia
Landsdale,0.38,18,12202.0,10.39,Wanneroo,Western Australia
Madeley,0.24,6,6085.0,19.05,Wanneroo,Western Australia
Darch,0.26,6,7079.0,14.02,Wanneroo,Western Australia
Wanneroo,0.4,22,12068.0,20.3,Wanneroo,Western Australia
Wungong,,0,342.0,18.18,Armadale,Western Australia
Brookdale,0.6,7,2946.0,26.36,Armadale,Western Australia
Ashendon,,0,17.0,,Armadale,Western Australia
Lesley,,0,,,Armadale,Western Australia
Camillo,0.42,8,4413.0,21.6,Armadale,Western Australia
Champion Lakes,0.65,7,1121.0,22.18,Armadale,Western Australia
Kelmscott,0.77,38,10462.0,23.31,Armadale,Western Australia
Mount Nasura,0.39,5,2982.0,8.83,Armadale,Western Australia
Mount Richon,0.32,3,1974.0,6.64,Armadale,Western Australia
Bedfordale,0.2,2,2852.0,4.15,Armadale,Western Australia
Roleystone,0.23,6,6631.0,5.91,Armadale,Western Australia
Seville Grove,1.12,44,10268.0,19.97,Armadale,Western Australia
Harrisdale,0.71,30,9077.0,17.13,Armadale,Western Australia
Piara Waters,0.72,44,9119.0,14.64,Armadale,Western Australia
Forrestdale,0.52,6,1074.0,17.96,Armadale,Western Australia
East Victoria Park,0.94,47,10068.0,35.11,Victoria Park,Western Australia
Carlisle,0.59,20,6474.0,37.15,Victoria Park,Western Australia
Perth Airport,,0,,,Belmont,Western Australia
Victoria Park,1.04,52,8779.0,42.45,Victoria Park,Western Australia
Lathlain,0.47,8,3361.0,25.34,Victoria Park,Western Australia
Burswood,1.43,23,2334.0,34.99,Victoria Park,Western Australia
Cloverdale,0.68,31,8072.0,30.99,Belmont,Western Australia
Kewdale,0.77,27,6893.0,29.66,Belmont,Western Australia
Rivervale,1.49,98,10364.0,40.46,Belmont,Western Australia
Bentley,1.1,51,8780.0,48.7,Canning,Western Australia
Wilson,0.63,19,6378.0,33.45,Canning,Western Australia
St James,1.17,28,4906.0,37.76,Canning,Western Australia
Canning Vale,0.41,48,33059.0,15.97,Canning,Western Australia
Cannington,0.78,26,5929.0,41.58,Canning,Western Australia
Queens Park,0.45,13,6657.0,33.95,Canning,Western Australia
Ferndale,0.38,8,4332.0,19.83,Canning,Western Australia
Lynwood,0.78,13,3447.0,23.53,Canning,Western Australia
Riverton,0.84,21,5639.0,25.34,Canning,Western Australia
Shelley,0.94,19,4520.0,22.89,Canning,Western Australia
Rossmoyne,0.19,3,3321.0,18.61,Canning,Western Australia
Welshpool,,0,327.0,8.57,South Gippsland,Victoria
Willetton,0.72,50,18182.0,18.35,Canning,Western Australia
Beckenham,0.74,30,7521.0,26.58,Gosnells,Western Australia
Kenwick,0.56,13,5688.0,23.52,Gosnells,Western Australia
Langford,0.84,19,5671.0,29.28,Gosnells,Western Australia
Gosnells,0.65,61,20293.0,25.45,Gosnells,Western Australia
Southern River,0.51,24,10349.0,14.47,Gosnells,Western Australia
Maddington,0.85,43,11374.0,25.02,Gosnells,Western Australia
Orange Grove,,0,749.0,21.17,Gosnells,Western Australia
Martin,0.45,3,1521.0,14.85,Gosnells,Western Australia
Thornlie,0.48,45,23154.0,18.5,Gosnells,Western Australia
Forrestfield,0.3,18,12697.0,21.23,Kalamunda,Western Australia
High Wycombe,0.37,19,12307.0,18.49,Kalamunda,Western Australia
Kalamunda,0.24,8,6969.0,13.14,Kalamunda,Western Australia
Maida Vale,0.22,4,4498.0,10.73,Kalamunda,Western Australia
Gooseberry Hill,0.29,4,3273.0,6.23,Kalamunda,Western Australia
Lesmurdie,0.19,6,8440.0,10.56,Kalamunda,Western Australia
Bickley,,0,678.0,5.44,Kalamunda,Western Australia
Carmel,,0,775.0,11.26,Kalamunda,Western Australia
Byford,0.8,62,14910.0,13.56,Serpentine-Jarrahdale,Western Australia
Mundijong,0.4,2,1236.0,13.74,Serpentine-Jarrahdale,Western Australia
Serpentine,0.19,2,2321.0,8.2,Serpentine-Jarrahdale,Western Australia
Jarrahdale,0.19,1,1193.0,10.29,Serpentine-Jarrahdale,Western Australia
Manning,0.28,5,4141.0,27.84,South Perth,Western Australia
South Perth,1.12,85,12048.0,33.21,South Perth,Western Australia
Banjup,0.24,2,2081.0,12.64,Cockburn,Western Australia
Bibra Lake,0.12,3,5877.0,14.05,Cockburn,Western Australia
Coolbellup,0.65,21,5324.0,32.74,Cockburn,Western Australia
Hamilton Hill,0.43,25,10386.0,29.66,Cockburn,Western Australia
Henderson,,0,17.0,,Cockburn,Western Australia
North Coogee,0.93,18,2387.0,18.57,Cockburn,Western Australia
South Lake,0.29,7,5866.0,22.77,Cockburn,Western Australia
Cockburn Central,1.56,17,1265.0,42.06,Cockburn,Western Australia
Spearwood,0.61,32,10032.0,24.81,Cockburn,Western Australia
Success,0.45,20,10145.0,25.37,Cockburn,Western Australia
Hammond Park,0.7,24,4886.0,22.14,Cockburn,Western Australia
Yangebup,0.6,19,7480.0,18.05,Cockburn,Western Australia
Beeliar,0.53,18,7450.0,19.52,Cockburn,Western Australia
Wattleup,,0,457.0,26.14,Cockburn,Western Australia
Jandakot,0.39,4,2662.0,12.66,Cockburn,Western Australia
East Fremantle,0.46,16,7375.0,18.77,East Fremantle,Western Australia
Fremantle,0.73,40,8211.0,32.15,Fremantle,Western Australia
Bertram,0.74,16,6210.0,24.1,Kwinana,Western Australia
Calista,0.5,5,1989.0,30.2,Kwinana,Western Australia
Postans,,0,,,Kwinana,Western Australia
Parmelia,1.1,30,6013.0,22.85,Kwinana,Western Australia
Orelia,0.71,15,4700.0,26.11,Kwinana,Western Australia
Casuarina,1.47,21,2682.0,21.93,Tweed,New South Wales
Wandi,0.66,10,2850.0,17.52,Kwinana,Western Australia
Applecross,1.05,41,6887.0,24.49,Melville,Western Australia
Ardross,0.42,9,4235.0,18.46,Melville,Western Australia
Bateman,0.62,9,3716.0,21.56,Melville,Western Australia
Bicton,0.5,16,6575.0,21.88,Melville,Western Australia
Palmyra,0.59,23,6954.0,25.13,Melville,Western Australia
Booragoon,0.41,11,5525.0,16.55,Melville,Western Australia
Bull Creek,0.32,11,7746.0,22.21,Melville,Western Australia
Leeming,0.32,13,10725.0,11.67,Melville,Western Australia
Melville,0.44,12,5696.0,16.36,Melville,Western Australia
Murdoch,0.53,7,3524.0,28.82,Melville,Western Australia
Kardinya,0.5,20,8741.0,18.33,Melville,Western Australia
Willagee,0.48,13,4874.0,33.85,Melville,Western Australia
Winthrop,0.37,8,5909.0,9.22,Melville,Western Australia
Cooloongup,0.62,18,6744.0,23.83,Rockingham,Western Australia
Port Kennedy,0.53,27,13781.0,22.48,Rockingham,Western Australia
Rockingham,0.89,77,14432.0,28.73,Rockingham,Western Australia
Safety Bay,0.63,22,7406.0,17.87,Rockingham,Western Australia
Shoalwater,0.7,17,4104.0,27.12,Rockingham,Western Australia
Golden Bay,1.12,27,3786.0,17.45,Rockingham,Western Australia
Secret Harbour,0.54,23,12071.0,20.02,Rockingham,Western Australia
Waikiki,0.39,20,12398.0,20.88,Rockingham,Western Australia
Warnbro,0.81,36,10765.0,22.98,Rockingham,Western Australia
Baldivis,1.1,178,31649.0,20.88,Rockingham,Western Australia
Karnup,2.01,15,1377.0,12.8,Rockingham,Western Australia
Albany,0.48,4,1320.0,27.52,Albany,Western Australia
Bayonet Head,0.26,4,2959.0,21.65,Albany,Western Australia
Lower King,0.12,1,1834.0,12.84,Albany,Western Australia
Denmark,0.26,4,2635.0,27.16,Denmark,Western Australia
Gnowangerup,0.31,1,594.0,28.47,Gnowangerup,Western Australia
Katanning,0.29,5,3683.0,27.86,Katanning,Western Australia
Kojonup,0.24,2,1298.0,22.77,Kojonup,Western Australia
Little Grove,0.3,2,1500.0,14.86,Albany,Western Australia
Elleker,,0,370.0,7.83,Albany,Western Australia
McKail,0.07,1,3445.0,22.77,Albany,Western Australia
Willyung,,0,573.0,20.81,Albany,Western Australia
Stirling Range National Park,,0,,,Plantagenet,Western Australia
Chittering,,0,924.0,7.94,Chittering,Western Australia
Cunderdin,0.2,1,876.0,26.7,Cunderdin,Western Australia
Dowerin,,0,464.0,23.13,Dowerin,Western Australia
Gingin,0.5,2,854.0,21.18,Gingin,Western Australia
Dandaragan,,0,347.0,15.84,Dandaragan,Western Australia
Merredin,,0,2845.0,28.18,Merredin,Western Australia
Moora,,0,1778.0,23.42,Moora,Western Australia
Mukinbudin,,0,353.0,26.11,Mukinbudin,Western Australia
Northam,0.28,9,6545.0,25.97,Northam,Western Australia
Toodyay,0.13,1,1409.0,18.68,Toodyay,Western Australia
York,0.07,1,2534.0,18.32,York,Western Australia
Brookton,,0,750.0,20.0,Brookton,Western Australia
Kulin,,0,365.0,26.56,Kulin,Western Australia
Murray,,0,,,Townsville,Queensland
Narrogin,,0,4279.0,27.64,Narrogin,Western Australia
Wagin,0.12,1,1488.0,19.28,Wagin,Western Australia
Broome,0.99,22,4041.0,37.93,Broome,Western Australia
Derby,0.32,6,3509.0,40.57,Derby-West Kimberley,Western Australia
Halls Creek,,0,1495.0,52.27,Halls Creek,Western Australia
Kununurra,0.19,6,5304.0,38.9,Wyndham-East Kimberley,Western Australia
Roebuck,,0,516.0,9.39,Broome,Western Australia
Newman,1.6,44,7241.0,47.34,East Pilbara,Western Australia
Port Hedland,1.88,47,4178.0,49.52,Port Hedland,Western Australia
South Hedland,1.56,83,9471.0,45.98,Port Hedland,Western Australia
Karratha,2.41,2,79.0,33.87,Karratha,Western Australia
Roebourne,,0,975.0,46.56,Karratha,Western Australia
Esperance,0.08,1,2144.0,35.83,Esperance,Western Australia
Carnarvon,,0,204.0,27.7,Carnarvon,Western Australia
Exmouth,0.22,4,2515.0,25.16,Exmouth,Western Australia
Boulder,1.08,25,4831.0,27.83,Kalgoorlie/Boulder,Western Australia
Kalgoorlie,1.24,24,3906.0,36.79,Kalgoorlie/Boulder,Western Australia
Coolgardie,0.88,4,877.0,22.88,Coolgardie,Western Australia
Norseman,,0,582.0,16.64,Dundas,Western Australia
Leinster,,0,578.0,39.06,Leonora,Western Australia
Leonora,,0,782.0,32.79,Leonora,Western Australia
Geraldton,0.55,10,3149.0,34.07,Greater Geraldton,Western Australia
Irwin,,0,84.0,7.84,Irwin,Western Australia
Meekatharra,,0,714.0,33.53,Meekatharra,Western Australia
Morawa,,0,534.0,28.97,Morawa,Western Australia
Northampton,,0,812.0,16.84,Northampton,Western Australia
Mullewa,0.36,1,447.0,27.97,Greater Geraldton,Western Australia
Greenough,,0,281.0,9.49,Greater Geraldton,Western Australia
Bridgewater,0.48,10,4043.0,46.29,Brighton,Tasmania
Gagebrook,1.06,7,1436.0,61.95,Brighton,Tasmania
Brighton,1.09,133,23256.0,21.03,Bayside,Victoria
Pontville,0.42,1,615.0,8.04,Brighton,Tasmania
Old Beach,0.36,7,3776.0,11.72,Brighton,Tasmania
Otago,0.78,2,555.0,2.75,Clarence,Tasmania
Bellerive,0.45,11,4500.0,25.27,Clarence,Tasmania
Rosny,0.54,2,768.0,15.65,Clarence,Tasmania
Cambridge,0.24,2,1160.0,11.4,Clarence,Tasmania
Geilston Bay,0.47,8,3050.0,16.24,Clarence,Tasmania
Risdon,,0,292.0,12.59,Clarence,Tasmania
Howrah,0.37,16,8684.0,16.55,Clarence,Tasmania
Tranmere,0.83,16,3755.0,26.33,Campbelltown,South Australia
Lindisfarne,0.55,17,6181.0,22.12,Clarence,Tasmania
Warrane,0.55,7,2433.0,43.89,Clarence,Tasmania
Risdon Vale,0.37,5,2869.0,27.35,Clarence,Tasmania
Rokeby,0.82,20,3376.0,36.97,Clarence,Tasmania
South Arm,,0,885.0,11.3,Clarence,Tasmania
Austins Ferry,0.25,3,2254.0,21.02,Glenorchy,Tasmania
Granton,,0,1732.0,10.73,Derwent Valley,Tasmania
Berriedale,0.63,8,2693.0,25.81,Glenorchy,Tasmania
Chigwell,0.29,3,2003.0,30.93,Glenorchy,Tasmania
Derwent Park,0.29,1,655.0,33.77,Glenorchy,Tasmania
Lutana,0.67,8,2356.0,30.76,Glenorchy,Tasmania
Glenorchy,0.74,41,10830.0,36.89,Glenorchy,Tasmania
Rosetta,0.5,6,2729.0,24.08,Glenorchy,Tasmania
Moonah,0.45,12,5420.0,32.13,Glenorchy,Tasmania
New Norfolk,0.35,10,5432.0,30.35,Derwent Valley,Tasmania
West Moonah,0.79,15,4011.0,32.4,Glenorchy,Tasmania
Huntingfield,0.84,2,433.0,20.38,Kingborough,Tasmania
Kingston Beach,0.19,2,1995.0,21.45,Kingborough,Tasmania
Blackmans Bay,0.36,12,7143.0,18.86,Kingborough,Tasmania
Snug,0.53,3,1205.0,19.43,Kingborough,Tasmania
Taroona,0.38,5,3070.0,15.57,Kingborough,Tasmania
Bonnet Hill,,0,509.0,4.76,Kingborough,Tasmania
Hobart,2.31,42,2292.0,50.47,Hobart,Tasmania
Lenah Valley,0.54,16,5940.0,21.5,Hobart,Tasmania
Mount Stuart,0.88,10,2392.0,21.99,Hobart,Tasmania
Mount Nelson,0.5,6,2495.0,23.56,Hobart,Tasmania
Dynnyrne,1.47,9,1576.0,28.73,Hobart,Tasmania
New Town,0.59,19,6123.0,34.17,Hobart,Tasmania
Sandy Bay,0.89,50,11919.0,30.43,Hobart,Tasmania
South Hobart,0.61,16,5313.0,28.95,Hobart,Tasmania
Fern Tree,1.25,4,725.0,8.0,Hobart,Tasmania
West Hobart,0.67,20,5956.0,31.2,Hobart,Tasmania
Dodges Ferry,0.15,2,2470.0,15.43,Sorell,Tasmania
Sorell,0.58,11,2905.0,23.39,Sorell,Tasmania
Kings Meadows,0.74,15,3673.0,27.57,Launceston,Tasmania
Launceston,2.85,54,2944.0,36.57,Launceston,Tasmania
Legana,0.71,15,4027.0,13.8,West Tamar,Tasmania
Mowbray,1.21,21,3730.0,42.43,Launceston,Tasmania
Newnham,1.09,31,6451.0,31.87,Launceston,Tasmania
Prospect Vale,0.22,6,5067.0,22.7,Meander Valley,Tasmania
Blackstone,0.4,2,1025.0,23.7,Ipswich,Queensland
Ravenswood,0.71,13,3621.0,42.66,Launceston,Tasmania
Riverside,0.79,26,6466.0,21.9,West Tamar,Tasmania
South Launceston,1.46,36,4592.0,37.74,Launceston,Tasmania
Summerhill,0.55,8,3130.0,25.27,Launceston,Tasmania
Trevallyn,0.93,20,4555.0,21.08,West Tamar,Tasmania
Waverley,1.72,33,4346.0,40.07,Waverley,New South Wales
West Launceston,1.19,25,4208.0,25.43,Launceston,Tasmania
Youngtown,0.46,10,4054.0,20.85,Launceston,Tasmania
Relbia,,0,675.0,6.58,Launceston,Tasmania
Beauty Point,,0,1219.0,16.01,West Tamar,Tasmania
Deloraine,0.52,8,2850.0,25.95,Meander Valley,Tasmania
Grindelwald,,0,966.0,3.17,West Tamar,Tasmania
Lanena,,0,316.0,16.22,West Tamar,Tasmania
Hadspen,0.43,5,2273.0,17.23,Meander Valley,Tasmania
Carrick,0.28,1,559.0,8.05,Meander Valley,Tasmania
Westbury,0.42,5,2012.0,19.66,Meander Valley,Tasmania
Dilston,0.45,1,531.0,6.22,Launceston,Tasmania
George Town,1.37,32,4349.0,32.33,George Town,Tasmania
Perth,2.2,187,11426.0,43.26,Perth,Western Australia
Evandale,0.6,4,1373.0,31.18,Norwood Payneham St Peters,South Australia
St Helens,0.7,10,2065.0,22.52,Break O'Day,Tasmania
Scamander,0.56,3,643.0,11.92,Break O'Day,Tasmania
Scottsdale,0.43,5,2370.0,24.13,Dorset,Tasmania
Bridport,0.31,4,1569.0,13.77,Dorset,Tasmania
Kettering,,0,800.0,13.01,Kingborough,Tasmania
Cygnet,0.12,1,1559.0,20.7,Huon Valley,Tasmania
Geeveston,0.29,2,1302.0,12.83,Huon Valley,Tasmania
Dover,0.82,5,862.0,14.9,Huon Valley,Tasmania
Huonville,0.66,9,2713.0,25.57,Huon Valley,Tasmania
Franklin,1.82,49,6416.0,38.9,ACT,Australian Capital Territory
Triabunna,0.69,4,875.0,22.48,Glamorgan/Spring Bay,Tasmania
Bicheno,0.62,6,942.0,12.21,Glamorgan/Spring Bay,Tasmania
Acton,,0,2088.0,,ACT,Australian Capital Territory
Upper Burnie,0.28,3,1824.0,33.43,Burnie,Tasmania
Burnie,1.91,9,603.0,34.18,Burnie,Tasmania
Wivenhoe,0.95,1,224.0,34.69,Burnie,Tasmania
Parklands,0.66,3,850.0,21.94,Burnie,Tasmania
Camdale,,0,73.0,37.14,Burnie,Tasmania
Penguin,0.41,8,3853.0,18.22,Central Coast,Tasmania
Sulphur Creek,0.3,1,630.0,17.04,Central Coast,Tasmania
Romaine,0.53,4,1707.0,18.71,Burnie,Tasmania
Havenview,0.29,1,715.0,22.49,Burnie,Tasmania
Somerset,0.29,6,3896.0,23.64,Waratah/Wynyard,Tasmania
Ulverstone,0.21,7,6464.0,24.86,Central Coast,Tasmania
West Ulverstone,0.19,4,4188.0,24.87,Central Coast,Tasmania
Wynyard,0.5,17,6002.0,25.86,Waratah/Wynyard,Tasmania
Devonport,0.6,43,13763.0,31.56,Devonport,Tasmania
East Devonport,0.41,9,4052.0,36.4,Devonport,Tasmania
Latrobe,0.41,10,4166.0,25.08,Latrobe,Tasmania
Miandetta,0.76,6,1848.0,22.82,Devonport,Tasmania
Don,,0,641.0,12.18,Devonport,Tasmania
Port Sorell,0.44,5,2022.0,16.36,Latrobe,Tasmania
Quoiba,,0,423.0,12.87,Devonport,Tasmania
Spreyton,0.22,2,1670.0,15.79,Devonport,Tasmania
Sheffield,0.13,1,1548.0,22.62,Kentish,Tasmania
Railton,0.42,2,993.0,13.9,Kentish,Tasmania
Turners Beach,0.22,2,1717.0,15.33,Central Coast,Tasmania
Forth,0.6,2,718.0,11.61,Central Coast,Tasmania
Smithton,0.43,8,3883.0,26.9,Circular Head,Tasmania
Darwin City,3.15,137,6464.0,50.18,Darwin,Northern Territory
East Point,,0,13.0,,Darwin,Northern Territory
Fannie Bay,1.81,25,2625.0,34.72,Darwin,Northern Territory
The Gardens,0.26,1,733.0,55.74,Darwin,Northern Territory
Larrakeyah,1.88,35,3731.0,49.56,Darwin,Northern Territory
Ludmilla,0.62,4,1748.0,34.38,Darwin,Northern Territory
The Narrows,1.17,4,600.0,41.58,Darwin,Northern Territory
Parap,2.22,30,2746.0,50.81,Darwin,Northern Territory
Stuart Park,1.81,38,4148.0,46.08,Darwin,Northern Territory
Woolner,2.44,11,932.0,45.48,Darwin,Northern Territory
Winnellie,,0,205.0,38.14,Darwin,Northern Territory
Alawa,0.63,5,2133.0,27.5,Darwin,Northern Territory
Anula,0.35,3,2368.0,22.91,Darwin,Northern Territory
Berrimah,0.55,4,785.0,27.99,Darwin,Northern Territory
Brinkin,1.26,5,1274.0,35.0,Darwin,Northern Territory
Nakara,1.05,7,1978.0,29.94,Darwin,Northern Territory
Buffalo Creek,,0,,,Darwin,Northern Territory
Charles Darwin,,0,,,NT,Northern Territory
Coconut Grove,0.77,12,3057.0,45.85,Darwin,Northern Territory
Jingili,0.59,4,1755.0,21.36,Darwin,Northern Territory
Karama,0.56,10,4946.0,32.44,Darwin,Northern Territory
Leanyer,0.48,9,4577.0,31.84,Darwin,Northern Territory
Malak,0.5,6,2997.0,30.82,Darwin,Northern Territory
Marrara,0.41,3,1548.0,23.39,Darwin,Northern Territory
Millner,0.42,5,2548.0,38.18,Darwin,Northern Territory
Moil,0.41,3,1998.0,28.65,Darwin,Northern Territory
Nightcliff,1.37,29,3851.0,45.14,Darwin,Northern Territory
Rapid Creek,2.05,32,3277.0,40.5,Darwin,Northern Territory
Tiwi,0.42,4,2563.0,34.04,Darwin,Northern Territory
Wagaman,0.82,6,2164.0,33.33,Darwin,Northern Territory
Wanguri,0.3,2,1874.0,25.62,Darwin,Northern Territory
Wulagi,0.23,2,2435.0,27.15,Darwin,Northern Territory
Howard Springs,0.15,2,5139.0,14.88,Litchfield,Northern Territory
Humpty Doo,0.11,2,4381.0,15.98,Litchfield,Northern Territory
Koolpinyah,,0,,,Litchfield,Northern Territory
Weddell,,0,66.0,13.79,Litchfield,Northern Territory
Bakewell,0.3,4,3070.0,35.32,Palmerston,Northern Territory
Driver,1.06,12,2882.0,36.52,Palmerston,Northern Territory
Marlow Lagoon,0.38,1,723.0,10.67,Palmerston,Northern Territory
Gray,0.49,7,3281.0,39.42,Palmerston,Northern Territory
Moulden,0.79,10,2960.0,38.13,Palmerston,Northern Territory
Palmerston,1.01,22,5523.0,27.48,ACT,Australian Capital Territory
Bellamack,1.5,15,2467.0,51.34,Palmerston,Northern Territory
Woodroffe,0.62,8,3234.0,34.93,Palmerston,Northern Territory
East Side,0.44,6,2921.0,34.06,Alice Springs,Northern Territory
Larapinta,0.31,3,2270.0,32.49,Alice Springs,Northern Territory
Mount Johns,0.45,2,552.0,55.04,Alice Springs,Northern Territory
Petermann,,0,184.0,9.27,MacDonnell,Northern Territory
Simpson,0.38,1,573.0,20.85,Corangamite,Victoria
Ross,0.26,2,710.0,17.38,Alice Springs,Northern Territory
Sandover,,0,636.0,39.62,Barkly,Northern Territory
Tanami,,0,374.0,41.21,Halls Creek,Western Australia
Yuendumu,,0,764.0,66.34,Central Desert,Northern Territory
Anmatjere,,0,484.0,38.94,Central Desert,Northern Territory
Barkly,,0,44.0,,Pyrenees,Victoria
Tennant Creek,0.31,5,2997.0,40.69,Barkly,Northern Territory
Thamarrurr,,0,198.0,42.86,West Daly,Northern Territory
Tiwi Islands,,0,121.0,47.14,Tiwi Islands,Northern Territory
West Arnhem,,0,680.0,27.65,West Arnhem,Northern Territory
Anindilyakwa,,0,116.0,20.59,East Arnhem,Northern Territory
East Arnhem,,0,1007.0,41.79,East Arnhem,Northern Territory
Nhulunbuy,0.06,1,3236.0,60.15,East Arnhem,Northern Territory
Elsey,,0,40.0,17.14,Roper Gulf,Northern Territory
Katherine,1.02,7,1493.0,40.34,Katherine,Northern Territory
Victoria River,,0,148.0,28.77,Victoria Daly,Northern Territory
Aranda,0.5,5,2398.0,17.22,ACT,Australian Capital Territory
Belconnen,2.17,104,6654.0,57.88,ACT,Australian Capital Territory
Bruce,1.5,49,6999.0,51.32,ACT,Australian Capital Territory
Charnwood,0.31,4,2974.0,28.12,ACT,Australian Capital Territory
Cook,0.67,9,2807.0,22.21,ACT,Australian Capital Territory
Dunlop,0.27,7,7197.0,17.69,ACT,Australian Capital Territory
Evatt,0.57,12,5325.0,18.75,ACT,Australian Capital Territory
Florey,0.86,17,4765.0,32.48,ACT,Australian Capital Territory
Giralang,0.51,7,3317.0,19.57,ACT,Australian Capital Territory
Hawker,0.93,12,2954.0,23.29,ACT,Australian Capital Territory
Higgins,0.43,6,3072.0,19.25,ACT,Australian Capital Territory
Holt,0.76,20,4619.0,26.28,ACT,Australian Capital Territory
Kaleen,0.59,18,7271.0,20.28,ACT,Australian Capital Territory
Latham,0.4,6,3635.0,18.61,ACT,Australian Capital Territory
